patent_id,application_year,publication_year,grant_year,applicant_name,applicant_city,applicant_province,applicant_address,patent_title,abstract,claims_or_description,ipc_or_cpc,patent_type,source,source_url_or_file,search_keyword
CN201900000269,2019,2019,2019.0,Zhenjiang智造科技有限公司,Zhenjiang,Jiangsu,JiangsuZhenjiang高新区,2019年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000270,2019,2019,2019.0,Huzhou智造科技有限公司,Huzhou,Zhejiang,ZhejiangHuzhou高新区,2019年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000271,2019,2019,2019.0,Jinhua智造科技有限公司,Jinhua,Zhejiang,ZhejiangJinhua高新区,2019年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000272,2019,2019,2019.0,Taizhou智造科技有限公司,Taizhou,Zhejiang,ZhejiangTaizhou高新区,2019年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000273,2019,2019,2019.0,Quanzhou智造科技有限公司,Quanzhou,Fujian,FujianQuanzhou高新区,2019年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000274,2019,2019,2019.0,Zhongshan智造科技有限公司,Zhongshan,Guangdong,GuangdongZhongshan高新区,2019年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000275,2019,2019,2019.0,Huizhou智造科技有限公司,Huizhou,Guangdong,GuangdongHuizhou高新区,2019年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000276,2019,2019,2019.0,Jiangmen智造科技有限公司,Jiangmen,Guangdong,GuangdongJiangmen高新区,2019年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000277,2019,2019,2019.0,Zhaoqing智造科技有限公司,Zhaoqing,Guangdong,GuangdongZhaoqing高新区,2019年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000278,2019,2019,2019.0,Maanshan智造科技有限公司,Maanshan,Anhui,AnhuiMaanshan高新区,2019年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000279,2019,2019,2019.0,Wuhu智造科技有限公司,Wuhu,Anhui,AnhuiWuhu高新区,2019年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000280,2019,2019,2019.0,Bengbu智造科技有限公司,Bengbu,Anhui,AnhuiBengbu高新区,2019年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000281,2020,2020,2020.0,Beijing智造科技有限公司,Beijing,Beijing,BeijingBeijing高新区,2020年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000282,2020,2020,2020.0,Shanghai智造科技有限公司,Shanghai,Shanghai,ShanghaiShanghai高新区,2020年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000283,2020,2020,2020.0,Shenzhen智造科技有限公司,Shenzhen,Guangdong,GuangdongShenzhen高新区,2020年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000284,2020,2020,2020.0,Hangzhou智造科技有限公司,Hangzhou,Zhejiang,ZhejiangHangzhou高新区,2020年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000285,2020,2020,2020.0,Suzhou智造科技有限公司,Suzhou,Jiangsu,JiangsuSuzhou高新区,2020年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000286,2020,2020,2020.0,Nanjing智造科技有限公司,Nanjing,Jiangsu,JiangsuNanjing高新区,2020年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000287,2020,2020,2020.0,Wuhan智造科技有限公司,Wuhan,Hubei,HubeiWuhan高新区,2020年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000288,2020,2020,2020.0,Chengdu智造科技有限公司,Chengdu,Sichuan,SichuanChengdu高新区,2020年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000289,2020,2020,2020.0,Chongqing智造科技有限公司,Chongqing,Chongqing,ChongqingChongqing高新区,2020年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000290,2020,2020,2020.0,Xi'an智造科技有限公司,Xi'an,Shaanxi,ShaanxiXi'an高新区,2020年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000291,2020,2020,2020.0,Hefei智造科技有限公司,Hefei,Anhui,AnhuiHefei高新区,2020年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000292,2020,2020,2020.0,Jinan智造科技有限公司,Jinan,Shandong,ShandongJinan高新区,2020年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000293,2020,2020,2020.0,Qingdao智造科技有限公司,Qingdao,Shandong,ShandongQingdao高新区,2020年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000294,2020,2020,2020.0,Ningbo智造科技有限公司,Ningbo,Zhejiang,ZhejiangNingbo高新区,2020年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000295,2020,2020,2020.0,Wuxi智造科技有限公司,Wuxi,Jiangsu,JiangsuWuxi高新区,2020年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000296,2020,2020,2020.0,Changsha智造科技有限公司,Changsha,Hunan,HunanChangsha高新区,2020年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000297,2020,2020,2020.0,Zhengzhou智造科技有限公司,Zhengzhou,Henan,HenanZhengzhou高新区,2020年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000298,2020,2020,2020.0,Fuzhou智造科技有限公司,Fuzhou,Fujian,FujianFuzhou高新区,2020年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000299,2020,2020,2020.0,Xiamen智造科技有限公司,Xiamen,Fujian,FujianXiamen高新区,2020年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000300,2020,2020,2020.0,Kunming智造科技有限公司,Kunming,Yunnan,YunnanKunming高新区,2020年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000301,2020,2020,2020.0,Guiyang智造科技有限公司,Guiyang,Guizhou,GuizhouGuiyang高新区,2020年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000302,2020,2020,2020.0,Nanchang智造科技有限公司,Nanchang,Jiangxi,JiangxiNanchang高新区,2020年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000303,2020,2020,2020.0,Shijiazhuang智造科技有限公司,Shijiazhuang,Hebei,HebeiShijiazhuang高新区,2020年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000304,2020,2020,2020.0,Taiyuan智造科技有限公司,Taiyuan,Shanxi,ShanxiTaiyuan高新区,2020年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000305,2020,2020,2020.0,Hohhot智造科技有限公司,Hohhot,Inner Mongolia,Inner MongoliaHohhot高新区,2020年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000306,2020,2020,2020.0,Harbin智造科技有限公司,Harbin,Heilongjiang,HeilongjiangHarbin高新区,2020年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000307,2020,2020,2020.0,Changchun智造科技有限公司,Changchun,Jilin,JilinChangchun高新区,2020年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000308,2020,2020,2020.0,Dalian智造科技有限公司,Dalian,Liaoning,LiaoningDalian高新区,2020年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000309,2020,2020,2020.0,Shenyang智造科技有限公司,Shenyang,Liaoning,LiaoningShenyang高新区,2020年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000310,2020,2020,2020.0,Tianjin智造科技有限公司,Tianjin,Tianjin,TianjinTianjin高新区,2020年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000311,2020,2020,2020.0,Guangzhou智造科技有限公司,Guangzhou,Guangdong,GuangdongGuangzhou高新区,2020年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000312,2020,2020,2020.0,Dongguan智造科技有限公司,Dongguan,Guangdong,GuangdongDongguan高新区,2020年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000313,2020,2020,2020.0,Foshan智造科技有限公司,Foshan,Guangdong,GuangdongFoshan高新区,2020年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000314,2020,2020,2020.0,Zhuhai智造科技有限公司,Zhuhai,Guangdong,GuangdongZhuhai高新区,2020年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000315,2020,2020,2020.0,Wenzhou智造科技有限公司,Wenzhou,Zhejiang,ZhejiangWenzhou高新区,2020年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000316,2020,2020,2020.0,Jiaxing智造科技有限公司,Jiaxing,Zhejiang,ZhejiangJiaxing高新区,2020年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000317,2020,2020,2020.0,Shaoxing智造科技有限公司,Shaoxing,Zhejiang,ZhejiangShaoxing高新区,2020年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000318,2020,2020,2020.0,Yantai智造科技有限公司,Yantai,Shandong,ShandongYantai高新区,2020年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000319,2020,2020,2020.0,Weifang智造科技有限公司,Weifang,Shandong,ShandongWeifang高新区,2020年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000320,2020,2020,2020.0,Zibo智造科技有限公司,Zibo,Shandong,ShandongZibo高新区,2020年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000321,2020,2020,2020.0,Luoyang智造科技有限公司,Luoyang,Henan,HenanLuoyang高新区,2020年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000322,2020,2020,2020.0,Xuzhou智造科技有限公司,Xuzhou,Jiangsu,JiangsuXuzhou高新区,2020年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000323,2020,2020,2020.0,Nantong智造科技有限公司,Nantong,Jiangsu,JiangsuNantong高新区,2020年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000324,2020,2020,2020.0,Yangzhou智造科技有限公司,Yangzhou,Jiangsu,JiangsuYangzhou高新区,2020年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000325,2020,2020,2020.0,Zhenjiang智造科技有限公司,Zhenjiang,Jiangsu,JiangsuZhenjiang高新区,2020年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000326,2020,2020,2020.0,Huzhou智造科技有限公司,Huzhou,Zhejiang,ZhejiangHuzhou高新区,2020年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000327,2020,2020,2020.0,Jinhua智造科技有限公司,Jinhua,Zhejiang,ZhejiangJinhua高新区,2020年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000328,2020,2020,2020.0,Taizhou智造科技有限公司,Taizhou,Zhejiang,ZhejiangTaizhou高新区,2020年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000329,2020,2020,2020.0,Quanzhou智造科技有限公司,Quanzhou,Fujian,FujianQuanzhou高新区,2020年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000330,2020,2020,2020.0,Zhongshan智造科技有限公司,Zhongshan,Guangdong,GuangdongZhongshan高新区,2020年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000331,2020,2020,2020.0,Huizhou智造科技有限公司,Huizhou,Guangdong,GuangdongHuizhou高新区,2020年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000332,2020,2020,2020.0,Jiangmen智造科技有限公司,Jiangmen,Guangdong,GuangdongJiangmen高新区,2020年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000333,2020,2020,2020.0,Zhaoqing智造科技有限公司,Zhaoqing,Guangdong,GuangdongZhaoqing高新区,2020年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000334,2020,2020,2020.0,Maanshan智造科技有限公司,Maanshan,Anhui,AnhuiMaanshan高新区,2020年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000335,2020,2020,2020.0,Wuhu智造科技有限公司,Wuhu,Anhui,AnhuiWuhu高新区,2020年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202000000336,2020,2020,2020.0,Bengbu智造科技有限公司,Bengbu,Anhui,AnhuiBengbu高新区,2020年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000337,2021,2021,2021.0,Beijing智造科技有限公司,Beijing,Beijing,BeijingBeijing高新区,2021年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000338,2021,2021,2021.0,Shanghai智造科技有限公司,Shanghai,Shanghai,ShanghaiShanghai高新区,2021年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000339,2021,2021,2021.0,Shenzhen智造科技有限公司,Shenzhen,Guangdong,GuangdongShenzhen高新区,2021年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000340,2021,2021,2021.0,Hangzhou智造科技有限公司,Hangzhou,Zhejiang,ZhejiangHangzhou高新区,2021年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000341,2021,2021,2021.0,Suzhou智造科技有限公司,Suzhou,Jiangsu,JiangsuSuzhou高新区,2021年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000342,2021,2021,2021.0,Nanjing智造科技有限公司,Nanjing,Jiangsu,JiangsuNanjing高新区,2021年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN202100000343,2021,2021,2021.0,Wuhan智造科技有限公司,Wuhan,Hubei,HubeiWuhan高新区,2021年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
